Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,08/27/2023,South,Texas,Dallas,Men's Apparel,40,124,"4,960","1,488",30%,Outlet
Sports Direct,1197831,08/27/2023,South,Texas,Dallas,Men's Apparel,29,96,"2,784","1,030",37%,Outlet
Sports Direct,1197831,08/27/2023,South,Alabama,Birmingham,Women's Street Footwear,11,190,"2,090","1,087",52%,Outlet
Sports Direct,1197831,08/27/2023,South,Texas,Dallas,Men's Apparel,38,81,"3,078","1,385",45%,Online
Sports Direct,1197831,08/27/2023,South,Alabama,Birmingham,Women's Street Footwear,14,575,"8,050","3,622",45%,Outlet
Sports Direct,1197831,08/27/2023,South,Alabama,Birmingham,Women's Street Footwear,15,173,"2,595","1,453",56%,Online
Sports Direct,1197831,08/28/2023,South,Alabama,Birmingham,Women's Athletic Footwear,34,135,"4,590","3,121",68%,Online
Sports Direct,1197831,08/28/2023,South,Alabama,Birmingham,Women's Athletic Footwear,26,165,"4,290","2,617",61%,Outlet
Sports Direct,1197831,08/28/2023,South,Texas,Dallas,Women's Apparel,35,204,"7,140","3,570",50%,Outlet
Sports Direct,1197831,08/28/2023,South,Texas,Dallas,Women's Apparel,27,153,"4,131","2,231",54%,Outlet
Sports Direct,1197831,08/28/2023,South,Texas,Dallas,Women's Apparel,32,135,"4,320","2,722",63%,Online
Sports Direct,1197831,08/28/2023,South,Alabama,Birmingham,Women's Athletic Footwear,35,119,"4,165","2,291",55%,Outlet
Sports Direct,1197831,08/29/2023,South,Alabama,Birmingham,Men's Apparel,49,120,"5,880","3,175",54%,Online
Sports Direct,1197831,08/29/2023,South,Texas,Dallas,Men's Street Footwear,20,108,"2,160",756,35%,Outlet
Sports Direct,1197831,08/29/2023,South,Texas,Dallas,Men's Street Footwear,18,182,"3,276","1,474",45%,Online
Sports Direct,1197831,08/29/2023,South,Alabama,Birmingham,Men's Apparel,39,132,"5,148","2,162",42%,Outlet
Sports Direct,1197831,08/29/2023,South,Alabama,Birmingham,Men's Apparel,50,243,"12,150","4,860",40%,Outlet
Sports Direct,1197831,08/29/2023,South,Texas,Dallas,Men's Street Footwear,13,231,"3,003","1,201",40%,Outlet
Sports Direct,1197831,08/30/2023,South,Alabama,Birmingham,Women's Apparel,43,203,"8,729","6,285",72%,Online
Sports Direct,1197831,08/30/2023,South,Texas,Dallas,Men's Athletic Footwear,30,178,"5,340","1,869",35%,Outlet
Sports Direct,1197831,08/30/2023,South,Texas,Dallas,Men's Athletic Footwear,28,175,"4,900","2,352",48%,Online
Sports Direct,1197831,08/30/2023,South,Alabama,Birmingham,Women's Apparel,36,263,"9,468","6,249",66%,Outlet
Sports Direct,1197831,08/30/2023,South,Texas,Dallas,Men's Athletic Footwear,21,210,"4,410","1,764",40%,Outlet
Sports Direct,1197831,08/30/2023,South,Alabama,Birmingham,Women's Apparel,45,225,"10,125","6,075",60%,Outlet
Sports Direct,1197831,08/31/2023,South,Texas,Dallas,Women's Street Footwear,20,179,"3,580","1,396",39%,Outlet
Sports Direct,1197831,08/31/2023,South,Texas,Dallas,Women's Street Footwear,25,152,"3,800","1,862",49%,Online
Sports Direct,1197831,08/31/2023,South,Texas,Dallas,Women's Street Footwear,24,525,"12,600","4,410",35%,Outlet
Sports Direct,1197831,08/31/2023,South,Alabama,Birmingham,Men's Street Footwear,43,203,"8,729","4,801",55%,Online
Sports Direct,1197831,08/31/2023,South,Alabama,Birmingham,Men's Street Footwear,45,300,"13,500","6,075",45%,Outlet
Sports Direct,1197831,08/31/2023,South,Alabama,Birmingham,Men's Street Footwear,30,225,"6,750","3,240",48%,Outlet
Sports Direct,1197831,09/01/2023,South,Texas,Dallas,Women's Athletic Footwear,30,92,"2,760","1,242",45%,Outlet
Sports Direct,1197831,09/01/2023,South,Alabama,Birmingham,Men's Athletic Footwear,50,167,"8,350","3,758",45%,Outlet
Sports Direct,1197831,09/01/2023,South,Texas,Dallas,Women's Athletic Footwear,20,149,"2,980","1,460",49%,Outlet
Sports Direct,1197831,09/01/2023,South,Alabama,Birmingham,Men's Athletic Footwear,35,233,"8,155","3,833",47%,Outlet
Sports Direct,1197831,09/01/2023,South,Texas,Dallas,Women's Athletic Footwear,29,128,"3,712","2,190",59%,Online
Sports Direct,1197831,09/01/2023,South,Alabama,Birmingham,Men's Athletic Footwear,49,203,"9,947","5,570",56%,Online
Sports Direct,1197831,09/02/2023,South,Texas,Dallas,Men's Apparel,35,227,"7,945","2,384",30%,Outlet
Sports Direct,1197831,09/02/2023,South,Alabama,Birmingham,Women's Street Footwear,35,228,"7,980","4,070",51%,Outlet
Sports Direct,1197831,09/02/2023,South,Texas,Dallas,Men's Apparel,26,107,"2,782","1,002",36%,Outlet
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Men's Street Footwear,53,250,"13,250","6,890",52%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,49,181,"8,869","4,434",50%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Women's Street Footwear,28,175,"4,900","2,499",51%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Women's Apparel,41,203,"8,323","5,077",61%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Men's Apparel,38,156,"5,928","2,727",46%,Online
Sports Direct,1197831,09/02/2023,South,Texas,Dallas,Men's Apparel,34,85,"2,890","1,156",40%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Women's Street Footwear,30,212,"6,360","2,544",40%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,104,"3,120","1,248",40%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Men's Apparel,40,143,"5,720","2,002",35%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Women's Apparel,45,317,"14,265","7,132",50%,Online
Sports Direct,1197831,09/02/2023,South,Alabama,Birmingham,Women's Street Footwear,44,189,"8,316","4,906",59%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,28,150,"4,200","2,100",50%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50,87,"4,350","1,522",35%,Online
Sports Direct,1185732,09/02/2023,Southeast,North Carolina,Charlotte,Men's Street Footwear,55,181,"9,955","3,982",40%,Online
Sports Direct,1197831,09/02/2023,South,Alabama,Birmingham,Women's Street Footwear,45,184,"8,280","3,726",45%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,93,"3,720","1,748",47%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47,75,"3,525","1,833",52%,Online
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Apparel,50,51,"2,550","1,071",42%,Online
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Street Footwear,52,125,"6,500","3,510",54%,Online
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Apparel,54,83,"4,482","2,196",49%,Online
Sports Direct,1197831,09/03/2023,South,Alabama,Birmingham,Women's Athletic Footwear,45,5,225,124,55%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Street Footwear,45,199,"8,955","2,686",30%,In-store
Sports Direct,1197831,09/03/2023,South,Texas,Dallas,Women's Apparel,22,210,"4,620","2,633",57%,Outlet
Sports Direct,1197831,09/03/2023,South,Texas,Dallas,Women's Apparel,29,156,"4,524","2,805",62%,Online
Sports Direct,1197831,09/03/2023,South,Alabama,Birmingham,Women's Athletic Footwear,41,180,"7,380","5,092",69%,Online
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,14,630,189,30%,In-store
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50,158,"7,900","3,160",40%,In-store
Sports Direct,1197831,09/03/2023,South,Alabama,Birmingham,Women's Athletic Footwear,31,210,"6,510","3,906",60%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Street Footwear,43,170,"7,310","3,436",47%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Street Footwear,33,64,"2,112",676,32%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,58,"1,740",592,34%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Apparel,41,58,"2,378",856,36%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Apparel,45,83,"3,735","1,569",42%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Street Footwear,54,500,"27,000","10,800",40%,In-store
Sports Direct,1197831,09/03/2023,South,Texas,Dallas,Women's Apparel,30,253,"7,590","3,795",50%,Outlet
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Apparel,60,92,"5,520","1,932",35%,In-store
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Men's Apparel,54,175,"9,450","2,835",30%,In-store
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Street Footwear,41,60,"2,460","1,082",44%,Online
Sports Direct,1185732,09/03/2023,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41,46,"1,886",849,45%,Online
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Men's Apparel,33,33,"1,089",708,65%,Online
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,1,25,8,30%,In-store
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,136,"4,760","1,428",30%,In-store
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,136,"4,080","1,428",35%,In-store
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23,34,782,352,45%,Online
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,149,"3,725","1,118",30%,In-store
Sports Direct,1197831,09/04/2023,South,Texas,Dallas,Men's Street Footwear,19,195,"3,705","1,852",50%,Online
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,159,"5,565","2,782",50%,In-store
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Women's Apparel,40,165,"6,600","2,640",40%,In-store
Sports Direct,1197831,09/04/2023,South,Texas,Dallas,Men's Street Footwear,20,3,60,21,35%,Outlet
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Women's Apparel,38,52,"1,976",988,50%,Online
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,44,"1,056",475,45%,Online
Sports Direct,1197831,09/04/2023,South,Alabama,Birmingham,Men's Apparel,50,238,"11,900","4,760",40%,Outlet
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33,143,"4,719","1,935",41%,Online
West Gear,1185732,09/04/2023,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,29,65,"1,885",848,45%,Online
Sports Direct,1197831,09/04/2023,South,Texas,Dallas,Men's Street Footwear,13,233,"3,029","1,151",38%,Outlet
Sports Direct,1197831,09/04/2023,South,Alabama,Birmingham,Men's Apparel,38,165,"6,270","2,947",47%,Outlet
Sports Direct,1197831,09/04/2023,South,Alabama,Birmingham,Men's Apparel,49,145,"7,105","3,908",55%,Online
Sports Direct,1197831,09/05/2023,South,Alabama,Birmingham,Women's Apparel,50,245,"12,250","8,820",72%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Street Footwear,43,203,"8,729","3,928",45%,Outlet
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Athletic Footwear,40,136,"5,440","2,992",55%,Outlet
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40,1,40,12,30%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Men's Apparel,50,105,"5,250","1,837",35%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Apparel,42,140,"5,880","2,411",41%,Outlet
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Apparel,36,200,"7,200","4,176",58%,Outlet
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Street Footwear,50,176,"8,800","4,400",50%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Athletic Footwear,50,188,"9,400","4,888",52%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Street Footwear,55,213,"11,715","4,686",40%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Athletic Footwear,55,67,"3,685","1,474",40%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Street Footwear,60,4,240,96,40%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Women's Apparel,55,68,"3,740","1,870",50%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Athletic Footwear,60,93,"5,580","2,790",50%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Apparel,55,324,"17,820","6,237",35%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Apparel,50,1,50,28,55%,Online
Sports Direct,1197831,09/05/2023,South,Alabama,Birmingham,Women's Apparel,55,177,"9,735","5,841",60%,Outlet
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Street Footwear,56,182,"10,192","5,300",52%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Athletic Footwear,55,116,"6,380","4,019",63%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Apparel,50,104,"5,200","2,392",46%,Online
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Women's Apparel,49,181,"8,869","5,942",67%,Online
Sports Direct,1197831,09/05/2023,South,Texas,Dallas,Men's Athletic Footwear,30,120,"3,600","1,260",35%,Outlet
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Athletic Footwear,38,219,"8,322","3,578",43%,Outlet
Sports Direct,1197831,09/05/2023,West,Idaho,Boise,Men's Street Footwear,41,230,"9,430","4,338",46%,Outlet
Sports Direct,1197831,09/05/2023,South,Texas,Dallas,Men's Athletic Footwear,22,248,"5,456","2,292",42%,Outlet
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Men's Street Footwear,55,63,"3,465","1,559",45%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Men's Street Footwear,51,287,"14,637","8,489",58%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Men's Athletic Footwear,48,223,"10,704","5,138",48%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Women's Street Footwear,38,196,"7,448","2,905",39%,Online
Sports Direct,1197831,09/05/2023,South,Texas,Dallas,Men's Athletic Footwear,29,194,"5,626","2,757",49%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Women's Athletic Footwear,39,210,"8,190","3,276",40%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Men's Apparel,48,175,"8,400","3,864",46%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Women's Apparel,52,232,"12,064","7,238",60%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50,10,500,175,35%,Online
Foot Locker,1185732,09/05/2023,Southeast,South Carolina,Charleston,Women's Street Footwear,40,28,"1,120",280,25%,Online
Sports Direct,1197831,09/05/2023,South,Alabama,Birmingham,Women's Apparel,36,280,"10,080","6,451",64%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Street Footwear,39,128,"4,992","2,097",42%,Outlet
Sports Direct,1197831,09/06/2023,South,Alabama,Birmingham,Men's Street Footwear,44,206,"9,064","5,801",64%,Online
Sports Direct,1197831,09/06/2023,South,Texas,Dallas,Women's Street Footwear,19,200,"3,800","1,520",40%,Outlet
Sports Direct,1197831,09/06/2023,South,Alabama,Birmingham,Men's Street Footwear,31,256,"7,936","4,206",53%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Athletic Footwear,30,79,"2,370",877,37%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Street Footwear,49,425,"20,825","7,289",35%,In-store
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,170,"7,650","2,678",35%,In-store
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Street Footwear,40,201,"8,040","3,216",40%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Men's Street Footwear,49,475,"23,275","8,146",35%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,260,"11,700","4,095",35%,In-store
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,50,"2,000",800,40%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Women's Street Footwear,40,1,40,16,40%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,192,"7,680","3,072",40%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Men's Apparel,49,150,"7,350","2,205",30%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Women's Apparel,54,250,"13,500","5,400",40%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Men's Street Footwear,46,124,"5,704","2,795",49%,Online
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Men's Athletic Footwear,41,72,"2,952","1,476",50%,Online
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Apparel,54,200,"10,800","4,320",40%,In-store
Sports Direct,1197831,09/06/2023,South,Alabama,Birmingham,Men's Street Footwear,45,187,"8,415","4,208",50%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Apparel,47,27,"1,269",520,41%,Online
Sports Direct,1197831,09/06/2023,South,Texas,Dallas,Women's Street Footwear,24,625,"15,000","5,250",35%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,27,"1,053",569,54%,Online
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Street Footwear,29,39,"1,131",486,43%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,32,960,442,46%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Street Footwear,36,38,"1,368",698,51%,Online
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43,56,"2,408","1,156",48%,Online
Sports Direct,1197831,09/06/2023,South,Texas,Dallas,Women's Street Footwear,24,175,"4,200","1,974",47%,Online
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Apparel,52,58,"3,016","1,538",51%,Online
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Men's Apparel,47,41,"1,927",790,41%,Online
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Women's Athletic Footwear,37,38,"1,406",745,53%,Online
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Women's Street Footwear,39,51,"1,989","1,054",53%,Online
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Street Footwear,45,111,"4,995","2,248",45%,Online
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Apparel,34,33,"1,122",404,36%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Women's Apparel,41,64,"2,624","1,181",45%,Outlet
Foot Locker,1185732,09/06/2023,Northeast,Rhode Island,Providence,Men's Apparel,49,100,"4,900","1,470",30%,In-store
Kohl's,1185732,09/06/2023,Northeast,New Jersey,Newark,Women's Apparel,50,73,"3,650","1,934",53%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Men's Apparel,35,248,"8,680","4,340",50%,In-store
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Men's Street Footwear,34,133,"4,522","1,809",40%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Men's Athletic Footwear,27,77,"2,079",977,47%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Women's Street Footwear,24,49,"1,176",470,40%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23,38,874,393,45%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Men's Apparel,34,45,"1,530",933,61%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Women's Apparel,36,61,"2,196","1,098",50%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,1,25,8,30%,In-store
Sports Direct,1197831,09/07/2023,South,Alabama,Birmingham,Men's Athletic Footwear,49,215,"10,535","6,742",64%,Online
Sports Direct,1197831,09/07/2023,South,Texas,Dallas,Women's Athletic Footwear,34,154,"5,236","3,142",60%,Online
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Women's Street Footwear,25,277,"6,925","2,078",30%,In-store
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,150,"4,500","1,575",35%,In-store
Sports Direct,1197831,09/07/2023,South,Texas,Dallas,Women's Athletic Footwear,35,325,"11,375","5,119",45%,Outlet
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Men's Street Footwear,35,119,"4,165","1,250",30%,In-store
Sports Direct,1197831,09/07/2023,South,Texas,Dallas,Women's Athletic Footwear,27,182,"4,914","2,408",49%,Outlet
Foot Locker,1185732,09/07/2023,Midwest,Iowa,Des Moines,Women's Apparel,40,267,"10,680","4,272",40%,In-store
Sports Direct,1197831,09/07/2023,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,"9,768","5,372",55%,Outlet
Sports Direct,1197831,09/07/2023,South,Alabama,Birmingham,Men's Athletic Footwear,50,85,"4,250","2,125",50%,Outlet
Sports Direct,1197831,09/08/2023,South,Alabama,Birmingham,Women's Street Footwear,45,338,"15,210","7,605",50%,Outlet
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Men's Street Footwear,50,238,"11,900","7,021",59%,Online
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Women's Athletic Footwear,44,137,"6,028","2,471",41%,Online
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Women's Street Footwear,41,138,"5,658","1,980",35%,Online
Sports Direct,1197831,09/08/2023,South,Texas,Dallas,Men's Apparel,49,131,"6,419","2,889",45%,Online
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Men's Athletic Footwear,48,163,"7,824","3,521",45%,Online
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Men's Apparel,51,131,"6,681","3,207",48%,Online
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Women's Apparel,59,156,"9,204","5,522",60%,Online
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Women's Apparel,60,91,"5,460","2,730",50%,In-store
Sports Direct,1197831,09/08/2023,South,Alabama,Birmingham,Women's Street Footwear,31,322,"9,982","5,590",56%,Outlet
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Men's Street Footwear,55,1,55,25,45%,In-store
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Men's Athletic Footwear,50,160,"8,000","2,800",35%,In-store
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Women's Street Footwear,45,244,"10,980","2,745",25%,In-store
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Women's Athletic Footwear,45,256,"11,520","3,456",30%,In-store
West Gear,1185732,09/08/2023,Northeast,New York,Albany,Men's Apparel,55,133,"7,315","2,560",35%,In-store
Sports Direct,1197831,09/08/2023,South,Texas,Dallas,Men's Apparel,50,175,"8,750","2,625",30%,Outlet
Sports Direct,1197831,09/08/2023,South,Texas,Dallas,Men's Apparel,38,153,"5,814","2,093",36%,Outlet
Sports Direct,1197831,09/08/2023,South,Alabama,Birmingham,Women's Street Footwear,41,254,"10,414","6,561",63%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Men's Street Footwear,55,137,"7,535","3,014",40%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Men's Athletic Footwear,50,263,"13,150","4,602",35%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Men's Street Footwear,50,225,"11,250","6,075",54%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Men's Athletic Footwear,47,173,"8,131","3,822",47%,Online
Sports Direct,1197831,09/09/2023,South,Texas,Dallas,Women's Apparel,45,235,"10,575","5,288",50%,Outlet
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Men's Apparel,35,92,"3,220","1,127",35%,Online
Sports Direct,1197831,09/09/2023,South,Alabama,Birmingham,Women's Athletic Footwear,44,173,"7,612","5,633",74%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Women's Apparel,40,228,"9,120","4,560",50%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Men's Apparel,32,122,"3,904","1,874",48%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Women's Apparel,37,138,"5,106","3,166",62%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Women's Street Footwear,25,136,"3,400","1,360",40%,Online
Sports Direct,1197831,09/09/2023,South,Texas,Dallas,Women's Apparel,43,224,"9,632","6,261",65%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,248,"6,200","2,480",40%,Online
Sports Direct,1197831,09/09/2023,South,Alabama,Birmingham,Women's Athletic Footwear,36,196,"7,056","4,728",67%,Outlet
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Women's Street Footwear,23,138,"3,174","1,746",55%,Online
Amazon,1185732,09/09/2023,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,113,"2,712","1,383",51%,Online
Sports Direct,1197831,09/09/2023,South,Alabama,Birmingham,Women's Athletic Footwear,45,103,"4,635","2,781",60%,Outlet
Sports Direct,1197831,09/09/2023,South,Texas,Dallas,Women's Apparel,34,264,"8,976","4,668",52%,Outlet
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,147,"6,615","1,984",30%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Men's Street Footwear,40,86,"3,440","1,204",35%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,1,35,10,30%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Women's Street Footwear,30,26,780,234,30%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,243,"7,290","2,187",30%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Men's Apparel,40,196,"7,840","2,744",35%,In-store
